title,description,date,url
José Manuel Restrepo cerró agenda en Perú para posesión de Fujimori e hizo balance,"Se reunió con Fujimori (Perú), Kast (Chile), Milei (Argentina), Noboa (Ecuador), Paz (Bolivia) y el rey de España.",29/07/2026,https://www.elespectador.com/politica/jose-manuel-restrepo-cerro-visita-en-peru-para-posesion-e-hizo-balance-de-delegacion-de-de-la-espriella-noticias-hoy/
Angie Rodríguez denunció al presidente Gustavo Petro ante Comisión de Acusación de la Cámara,"La exdirectora del Dapre y actual directora del Fondo Adaptación, Angie Rodríguez, denunció al presidente Gustavo Petro.",29/07/2026,https://www.elespectador.com/politica/angie-rodriguez-denuncio-al-presidente-gustavo-petro-ante-comision-de-acusacion-de-la-camara/
José Manuel Restrepo avanza en su gira internacional: se reunió con gobierno de El Salvador,"El vicepresidente electo, José Manuel Restrepo, se reunió con la ministra de Economía de El Salvador, María Lucía Hayem.",29/07/2026,https://www.elespectador.com/politica/jose-manuel-restrepo-avanza-en-su-gira-internacional-se-reunio-con-gobierno-de-el-salvador/
Abelardo de la Espriella vuelve a Bogotá: hará empalme regional con Cundinamarca,"El presidente electo, Abelardo de la Espriella, llevará a cabo el empalme regional con el departamento de Cundinamarca.",29/07/2026,https://www.elespectador.com/politica/abelardo-de-la-espriella-vuelve-a-bogota-hara-empalme-regional-con-cundinamarca/
Niegan petición de Wadith Manzur para posesionarse fuera del Congreso: esto le responden,"El Congreso de la República negó la petición del senador Wadith Manzur, preso por Ungrd, para que su posesión se diera fuera del Capitolio.",29/07/2026,https://www.elespectador.com/politica/niegan-peticion-de-wadith-manzur-para-posesionarse-fuera-del-congreso-esto-le-responden/
Así se van conformando las presidencias de las comisiones del Congreso,Se empiezan a definir las jefaturas de las comisiones del nuevo Legislativo. Así va la puja.,29/07/2026,https://www.elespectador.com/politica/asi-se-van-conformando-las-presidencias-de-las-comisiones-del-congreso/
Estos son los nombres que ya confirmaron su asistencia a la posesión de De la Espriella,"El presidente electo, Abelardo de la Espriella, tiene la intención de posesionarse desde Cali, capital del Valle.",29/07/2026,https://www.elespectador.com/politica/estos-son-los-nombres-que-ya-confirmaron-su-asistencia-a-la-posesion-de-de-la-espriella/
Cámara aprobó posesión de Abelardo de la Espriella en Cali: falta que vote el Senado,Este martes la Cámara de Representantes aprobó trasladar temporalmente el Congreso a Cali para la posesión de Abelardo de la Espriella.,29/07/2026,https://www.elespectador.com/politica/camara-aprobo-posesion-de-abelardo-de-la-espriella-en-cali-falta-que-vote-el-senado/
Partidos reparten poder legislativo ad portas del nuevo gobierno: ¿respetarán los acuerdos?,Centro Democrático gana terreno en comisiones de Senado: así se forjaron acuerdos del Congreso para repartir poder en primer año.,29/07/2026,https://www.elespectador.com/politica/centro-democratico-gana-terreno-en-comisiones-asi-se-forjaron-los-acuerdos-en-el-congreso-para-repartir-el-poder-en-primer-ano-noticias-hoy/
Así fue la agenda de equipo De la Espriella en Perú durante posesión de Fujimori,José Manuel Restrepo se reunió con mandatarios de varios países durante el evento y llevó a cabo avances estratégicos.,28/07/2026,https://www.elespectador.com/politica/asi-fue-la-agenda-de-equipo-de-la-espriella-en-peru-durante-posesion-de-fujimori/
“Los bandidos tienen 10 días para entregarse”: De la Espriella durante empalme en Tolima,De la Espriella lanzó nuevas pullas contra los grupos criminales luego de su empalme en el departamento del Tolima.,28/07/2026,https://www.elespectador.com/politica/los-bandidos-tienen-10-dias-para-entregarse-de-la-espriella-durante-empalme-en-tolima/
Estos son los detalles detrás de la posesión de Abelardo de la Espriella en Cali,Al Congreso ya llegaron las dos proposiciones que buscan que el evento del 7 de agosto se dé en la capital del Valle del Cauca.,28/07/2026,https://www.elespectador.com/politica/estos-son-los-detalles-detras-la-posesion-de-abelardo-de-la-espriella-en-cali-donde-sera-y-quienes-van-noticias-hoy/
Así quedaron conformadas las comisiones de Senado para el nuevo Legislativo,Este martes quedaron conformadas las comisiones de Senado para el Legislativo 2026-2030. Estos son los nombres.,28/07/2026,https://www.elespectador.com/politica/asi-quedaron-conformadas-las-comisiones-de-senado-para-el-nuevo-legislativo/
"Congreso “está estudiando” la posibilidad de posesionar a Wadith Manzur, preso por Ungrd","“Él solicitó que nos trasladásemos allá [al centro de reclusión]"", dijo el presidente del Senado, Honorio Henríquez.",28/07/2026,https://www.elespectador.com/politica/congreso-esta-estudiando-la-posibilidad-de-posesionar-a-senador-electo-wadith-manzur-preso-por-ungrd-noticias-hoy/
Partido Conservador aterrizó en la bancada de gobierno del presidente electo De la Espriella,"El presidente de la colectividad, Efraín Cepeda, hizo el anuncio desde el Congreso. Aseguró que fue una “decisión unánime"".",28/07/2026,https://www.elespectador.com/politica/partido-conservador-aterrizo-en-la-bancada-de-gobierno-de-abelardo-de-la-espriella-decision-unanime-noticias-hoy/
“He decidido actuar penalmente contra la señora Angie Rodríguez”: presidente Petro,"La exdirectora del Fondo Adaptación ha hecho denuncias de presunta corrupción en el interior del ""Gobierno del cambio"".",29/07/2026,https://www.elespectador.com/politica/gustavo-petro-y-angie-rodriguez-presidente-iniciara-acciones-penales-contra-su-exfuncionaria-tras-denuncia-noticias-hoy/
Suárez extiende una bandera blanca a Uribe tras choques: “La patria está por encima de todo”,"El asesor cercano a Abelardo de la Espriella se refirió a la ""divergencia"" con el expresidente. ""Pasemos la página"", dijo.",28/07/2026,https://www.elespectador.com/politica/carlos-suarez-ofrece-una-bandera-blanca-a-alvaro-uribe-tras-choques-la-patria-esta-por-encima-de-todo-noticias-hoy/
José Manuel Restrepo ya está en Perú para la posesión de Keiko Fujimori: así va la agenda,Aterrizó con una delegación que también integran los ministros designados Omar Bula (Exteriores) y Mauricio Gómez (Comercio).,28/07/2026,https://www.elespectador.com/politica/jose-manuel-restrepo-ya-esta-en-peru-para-la-posesion-de-keiko-fujimori-asi-va-la-agenda-noticias-hoy/
Petrismo enfrenta el costo político de escándalos de corrupción en el cierre del gobierno,El petrismo enfrenta el costo político de dos escándalos de presunta corrupción en el cierre del gobierno del presidente Petro.,28/07/2026,https://www.elespectador.com/politica/gobierno-petro-enfrenta-el-costo-politico-de-escandalos-de-corrupcion-con-angie-rodriguez-y-juliana-guerrero-noticias-hoy/
Vuelve al Congreso el debate para trasladar la posesión de Abelardo de la Espriella a Cali,Tanto en el Senado como en la Cámara de Representantes fueron radicadas las proposiciones de Salvación Nacional.,28/07/2026,https://www.elespectador.com/politica/posesion-de-abelardo-de-la-espriella-vuelve-al-congreso-el-debate-para-trasladarla-a-cali-noticias-hoy/
Pacto Histórico no asistirá a posesión de De la Espriella: “hay objeciones a su legitimidad”,Pacto Histórico no acompañará la posesión presidencial de Abelardo de la Espriella el 7 de agosto. Estos son los motivos.,28/07/2026,https://www.elespectador.com/politica/pacto-historico-no-asistira-a-la-posesion-presidencial-de-abelardo-de-la-espriella-el-7-de-agosto-esto-dicen-noticias-hoy/
Aspirantes a contralor General comparecen ante la Cámara: ¿qué sigue en el proceso?,Elección de contralor: aspirantes expusieron propuestas ante la Cámara. Esto dijeron los candidatos que ahora pasan ante Senado.,28/07/2026,https://www.elespectador.com/politica/eleccion-de-contralor-aspirantes-expusieron-propuestas-ante-la-camara-y-ahora-seguiran-al-senado-asi-va-el-proceso-noticias-hoy/
Abelardo de la Espriella designa a Mauricio Gaona como embajador de Colombia ante la ONU,Mauricio Gaona será el embajador de Colombia ante la ONU. Este es el perfil del nuevo jefe de la misión en Nueva York.,28/07/2026,https://www.elespectador.com/politica/mauricio-gaona-sera-el-embajador-de-colombia-ante-la-onu-de-abelardo-de-la-espriella-este-es-su-perfil-noticias-hoy/
Arranca pulso por presidencias de comisiones en Cámara: así mueven sus cartas los partidos,Así se disputan las comisiones en la Cámara: Centro Democrático y Cambio Radical buscan mayorías. Así va la disputa.,27/07/2026,https://www.elespectador.com/politica/asi-se-disputan-las-comisiones-en-la-camara-de-representantes-centro-democratico-y-cambio-radical-buscan-mayorias-noticias-hoy/
