url,title,description,reason
https://actualidadpanamericana.com/alias-popeye-sale-de-la-carcel-pero-se-devuelve-luego-de-montar-en-transmilenio/,"Alias ""Popeye"" sale de la cárcel, pero se devuelve luego de montar en Transmilenio","El jefe de sicarios de Pablo Escobar conocido con alias de Popeye recobró su libertad en las últimas horas, pero pidió volver a ser recluido al padecer el hacinamiento en transmilenio.",place_only_no_political_context
https://actualidadpanamericana.com/nueva-modalidad-de-broma-en-medellin/,La nueva broma pesada que preocupa a las autoridades de Medellín,"Se inventan que en una casa se oculta una caleta de ""Popeye"".",place_only_no_political_context
https://actualidadpanamericana.com/primicia-iphone-6-tendra-edicion-colombia-conozca-los-detalles/,"Primicia: Iphone 6 tendrá edición Colombia, conozca los detalles","Función ""lichiguín"", financiación gota a gota y contador interno de minutos para venta al detal entre las sorpresas de este iPhone especial para los colombianos.",place_only_no_political_context
https://actualidadpanamericana.com/detuvieron-arbitro-de-huila-millonarios-por-grafitis-con-nuevo-spray/,Detuvieron a árbitro de Huila-Millonarios por grafitis con nuevo spray,Fue liberado horas después tras pagar multa con plata de tarjetas amarillas.,place_only_no_political_context
https://actualidadpanamericana.com/ricardo-arjona-renuncia-honorarios-por-musica-suya-que-suene-en-transporte-publico-colombiano/,Ricardo Arjona renuncia a honorarios por música suya que suene en transporte público colombiano - Actualidad Panamericana,La muy polémica decisión conocida ayer según la cual los usuarios del servicio público de pasajeros en Colombia deberán pagar una suma correspondiente...,place_only_no_political_context
https://actualidadpanamericana.com/penalosa-pide-mas-transmilenio-para-hacerle-frente-al-ebola/,Peñalosa pide más Transmilenio para hacerle frente al Ébola,El exalcalde aseguró hoy en Buenos Aires donde tiene lugar un foro sobre ciudades del siglo XXII que «solo con...,no_political_signal
https://actualidadpanamericana.com/avianca-claro-y-olor-perro-mojado-las-cosas-favoritas-de-los-colombianos-revela-encuesta/,"Avianca, Claro y olor a perro mojado, las cosas favoritas de los colombianos, revela encuesta","Una encuesta revela que las tres cosas que los colombianos mas quieren son en su orden: Claro, Avianca y el olor a perro mojado.",place_only_no_political_context
https://actualidadpanamericana.com/periodistas-podran-preguntarle-al-principe-carlos-por-las-mujeres-colombianas/,Periodistas no podrán preguntarle al Príncipe Carlos por las mujeres colombianas,Tampoco se le podrá indagar si ya probó el ajiaco pues este será el primer plato que degustará en su visita al país.,place_only_no_political_context
https://actualidadpanamericana.com/en-medellin-hacen-cirugias-plasticas-solo-para-halloween/,En Medellín hacen cirugías plásticas sólo para halloween - Actualidad Panamericana,La capital mundial del bisturí ya no solo llama la atención por su transformación urbana tras un pasado de violencia y...,place_only_no_political_context
https://actualidadpanamericana.com/katerine-ibarguen-participara-en-primer-campeonato-nacional-de-colados-en-transmilenio/,Caterine Ibarguen participará en primer campeonato nacional de colados en Transmilenio,"El primer campeonato nacional de esta exigente disciplina, contará con la participación de la destacada campeona mundial de salto triple.",place_only_no_political_context
https://actualidadpanamericana.com/cambian-el-numero-de-james-rodriguez-para-que-colombianos-compren-camisetas-de-nuevo/,Cambian el número de James para que colombianos compren camisetas de nuevo,El 10 del Real Madrid de ahora en adelante será el número 18. Esto como parte de una estrategia para hacer...,place_only_no_political_context
https://actualidadpanamericana.com/libro-de-yoga-en-estados-unidos-se-inspira-en-transmilenio/,Nuevo libro enseña revolucionario método de yoga en apretujes de Transmilenio,Sorpresa ha causado entre los bogotanos el libro que acaba de salir al mercado de la experta en yoga estadounidense...,place_only_no_political_context
