claim,description,date,rating,url
"Video muestra ""situación de Ecuador hoy""",Ecuador Chequea confirmó que uno de los clips que el presidente colombiano muestra como ejemplos de la situación actual del país vecino fue sacado de contexto.,29/05/2026,Cuestionable,https://colombiacheck.com/chequeos/video-compartido-por-gustavo-petro-mezcla-hechos-reales-ocurridos-en-distintos-contextos
Proyecto de Ley le puso freno a las fotomultas.,Los contenidos exageran el alcance de una iniciativa que apenas ha sido aprobada en primer debate en el Senado. Aún no es ley.,22/05/2025,Cuestionable,https://colombiacheck.com/chequeos/publicaciones-anunciaron-freno-las-fotomultas-por-avance-de-un-proyecto-que-aun-esta-en
Devuelvanos la salud que nos dejó el Presidente Uribe,La imagen original fue tomada en febrero de este año y solo tiene el logo de Fecode sin ningún tipo de mensaje.,24/06/2024,Falso,https://colombiacheck.com/chequeos/foto-de-bandera-de-fecode-pidiendo-la-salud-que-nos-dejo-uribe-fue-manipulada
Un templo satánico avalado por el comunista Gustavo Petro en Colombia,El clip es de 2021 y corresponde a un ritual celebrado en un templo luciferino en Quindío con “ministros” de esa religión no del Estado.,20/01/2026,Falso,https://colombiacheck.com/chequeos/falsa-relacion-entre-iglesia-satanista-y-gobierno-petro-se-basa-en-video-viejo-sin
"Para que me den un medicamento, tengo que pelear",El video circuló en agosto de 2022 a los pocos días de la posesión de Petro como presidente.,27/03/2025,Cuestionable,https://colombiacheck.com/chequeos/video-de-madre-reclamando-atencion-para-su-hijo-en-famisanar-no-es-de-actual-crisis-de
Donald Trump ordena detener ya a Diosdado Cabello,El contenido que circula en redes sociales no tiene ninguna fuente oficial ni prueba que lo avale. No existen informes oficiales ni declaraciones públicas sobre una orden del presidente estadounidense para arrestar o detener al ministro venezolano.,06/02/2026,Falso,https://colombiacheck.com/chequeos/es-falso-que-donald-trump-ordeno-detener-diosdado-cabello
Así quedó un tanque atacado con misiles por las FARC en El Plateado,El hecho ocurrió cuando el vehículo del Ejército que se ve en el video viral maniobró contra unos guerrilleros durante la Operación Perseo en Cauca.,18/10/2024,Falso,https://colombiacheck.com/chequeos/blindado-militar-no-fue-atacado-con-misiles-en-el-plateado-sino-que-quedo-atascado-en-una
"Foto de Nicolás Petro navegando en Venecia, Italia, en marzo de 2025",No hay evidencia de que el exdiputado hijo del presidente de Colombia Gustavo Petro haya salido del país en medio de su proceso penal por enriquecimiento ilícito y lavado de dinero.,05/04/2025,Falso,https://colombiacheck.com/chequeos/denuncias-de-supuesto-viaje-italia-de-nicolas-petro-en-marzo-de-2025-usan-foto-vieja
Atacante de Miguel Uribe tiene 20 años y por eso no lo atiende ICBF,Además el Instituto Colombiano de Bienestar Familiar acompaña el proceso judicial y su restablecimiento de derechos aunque esté en el búnker de la Fiscalía por seguridad.,13/06/2025,Falso,https://colombiacheck.com/chequeos/detenido-por-disparar-miguel-uribe-si-es-atendido-por-icbf-no-tiene-20-anos
Las Farc fueron responsables del caso del collar bomba,El hecho atribuido falsamente como responsabilidad de las FARC fue esclarecido hace años. La justicia concluyó que se trató de delincuencia común.,15/04/2026,Falso,https://colombiacheck.com/chequeos/vieja-desinformacion-sobre-el-collar-bomba-se-usa-para-cuestionar-campana-de-cepeda
Abelardo de la Espriella prometió bajar el salario mínimo,No hay ningún registro de que el candidato haya hecho esas declaraciones. En una reciente entrevista con Semana negó que ese sea su plan.,04/06/2026,Falso,https://colombiacheck.com/chequeos/imagenes-falsas-atribuyen-de-la-espriella-la-promesa-de-bajar-el-salario-minimo
Lo siento conmigo’: neurocirujano que operó a Miguel Uribe compartió emotiv,La pieza original se refiere a un mensaje a su padre del neurocirujano que operó al senador y no menciona nada sobre dicho diagnóstico. Tampoco el último parte médico.,19/06/2025,Falso,https://colombiacheck.com/chequeos/manipulan-imagen-de-pulzo-para-decir-que-miguel-uribe-presenta-muerte-cerebral
“Dejen los formularios en blanco que nosotros los llenamos”,La imagen falsa tergiversa las palabras de Hernán Penagos. La instrucción de dejar en blanco las casillas sin votos es técnica y se ha aplicado en otras elecciones.,27/02/2026,Falso,https://colombiacheck.com/chequeos/parodia-sobre-el-registrador-alimenta-la-narrativa-infundada-de-fraude-electoral-con-los-e
Donald Trump fue internado de urgencia en el hospital militar Walter Reed,Las imágenes son de julio de 2024 en Pensilvania luego de que Trump fuera herido durante un acto de campaña. Este chequeo fue realizado por nuestros colegas de Chequeado.,06/04/2026,Falso,https://colombiacheck.com/chequeos/el-video-que-muestra-la-internacion-de-donald-trump-en-un-hospital-militar-no-es-actual
Murales pintados son hechos por exguerrilleros de las FARC,Usan la foto de una excombatiente de 2016 para señalar a la activista que participó en la obra en Bogotá. Cuentas de derecha impulsaron la narrativa en cuestión de horas.,21/01/2025,Falso,https://colombiacheck.com/chequeos/joven-de-la-que-participo-en-pinta-de-mural-las-cuchas-tienen-razon-no-es-exguerrillera
Óscar Naranjo realizó varias revelaciones sobre atentado a Miguel Uribe,Ni existe registro real de tales declaraciones ni el exvicepresidente es una autoridad policial activa que pueda ofrecerlas.,19/06/2025,Falso,https://colombiacheck.com/chequeos/el-general-retirado-oscar-naranjo-no-ha-hecho-ninguna-revelacion-sobre-el-atentado-miguel
Foto de Claudia López abrazando a Santos y a Petro: Claudia es Petro,Las fotos fueron compartidas en X y Facebook. En uno de unos mensajes incluso hablaban de una reunión entre los políticos. Las dos imágenes fueron creadas con la nueva IA de X.,20/12/2024,Falso,https://colombiacheck.com/chequeos/campana-claudia-es-petro-se-mueve-con-imagenes-de-abrazos-generadas-por-la-ia-de-x
Donald Trump declara que la biblia se enseñe en todas las escuelas,Tal medida no está en las órdenes ejecutivas del presidente. En 2024 antes de su regreso a la Casa Blanca dos estados autorizaron el estudio escolar del libro sagrado.,30/01/2025,Falso,https://colombiacheck.com/chequeos/trump-no-ha-declarado-la-ensenanza-de-la-biblia-en-escuelas-y-universidades-de-estados
empezó el golpe de Estado por parte del CNE al gobierno Petro,Con la etiqueta #TodosConPetro ponen a circular una grabación de la movilización opositora del 21 de abril en Bogotá.,03/09/2024,Falso,https://colombiacheck.com/chequeos/usan-video-viejo-de-marcha-contra-petro-para-decir-que-comenzo-golpe-de-estado
Petro usó el busto de Stalin en su alocución,Distintas desinformaciones señalan falsamente la estatua como si fuera del dictador soviético unas con la imagen original y otras con inteligencia artificial.,16/09/2025,Falso,https://colombiacheck.com/chequeos/busto-del-expresidente-nieto-en-alocucion-de-petro-fue-reemplazado-por-el-de-stalin-con-ia
De la Espriella prohibió el matrimonio infantil en Colombia,La Ley 2447 fue aprobada por el Senado en noviembre de 2024 y sancionada en febrero de 2025 un año y medio antes del inicio del nuevo gobierno.,27/08/2026,Cuestionable,https://colombiacheck.com/chequeos/ley-que-prohibe-el-matrimonio-infantil-en-colombia-fue-sancionada-durante-el-gobierno
Video: Alcalde de Cali y concejales naufragaron en un caño de aguas negras,La grabación es de 2016 y muestra al entonces mandatario de una ciudad india con un grupo de periodistas que cayeron en un arroyo.,24/07/2024,Falso,https://colombiacheck.com/chequeos/este-video-no-es-del-alcalde-de-cali-cayendose-en-un-cano-de-aguas-negras
ELN hace campaña por Gustavo Petro e Iván Cepeda,Reciclaron la desinformación esta vez para también atacar al candidato del petrismo Iván Cepeda como parte de una narrativa que lo vincula con grupos guerrilleros.,30/01/2026,Falso,https://colombiacheck.com/chequeos/esta-caravana-es-vieja-y-no-pertenece-al-eln-en-apoyo-petro-sino-actores-del-carnaval-de
Portada de Cosas muestra encuentro entre Petro y alias 'Fito' en Manta,No hay registros de que el medio haya publicado esa carátula. Además hay indicios de que las imágenes fueron creadas con inteligencia artificial.,16/07/2025,Falso,https://colombiacheck.com/chequeos/portada-de-la-revista-cosas-con-foto-de-gustavo-petro-y-el-narcotraficante-ecuatoriano
Gustavo Petro promueve proyecto de inversión estatal en Noticias Caracol,La grabación que simula ser una emisión de Noticias Caracol promueve un falso proyecto de inversión estatal.,03/10/2025,Falso,https://colombiacheck.com/chequeos/video-usa-voces-de-petro-y-catalina-gomez-clonadas-con-ia-para-prometer-ganancias
Fotos de niños reclutados en el conflicto no son atendidas por Petro,La pieza cuestiona al presidente por pronunciarse a favor de la niñez de Palestina pero usa imágenes antiguas y sin contexto.,03/07/2024,Cuestionable,https://colombiacheck.com/chequeos/este-collage-critica-petro-por-reclutamiento-infantil-con-tres-fotos-viejas
Marco Rubio anunció que congelará las cuentas bancarias de Petro en EE.UU.,"No hay registro de las supuestas declaraciones del secretario de Estado
estadounidense contra el presidente de Colombia.",12/03/2025,Falso,https://colombiacheck.com/chequeos/marco-rubio-no-anuncio-que-congelara-las-cuentas-bancarias-de-petro-en-estados-unidos
Petro contrata empresa alemana que imprime pasaportes en Venezuela y Cuba,La compañía Veridos manifestó en 2024 interés de quedarse con el contrato pero el negocio nunca se concretó.,13/08/2025,Falso,https://colombiacheck.com/chequeos/empresa-alemana-vinculada-con-venezuela-y-cuba-no-esta-detras-del-nuevo-convenio-para
"La MOE UE confirmó que sí hubo ""voto fusil"" en las elecciones de Colombia","La misión calificó las votaciones como ""transparentes pacíficas y bien organizadas"" y su jefe confirmó que no detectaron una injerencia armada que afectara los resultados.",16/09/2026,Falso,https://colombiacheck.com/chequeos/la-moe-ue-no-confirmo-el-voto-fusil-en-las-elecciones-presidenciales-colombianas-de-2026
"Viva Petro, el mejor presidente del mundo",El video fue compartido hasta por el mandatario en sus redes. El clip sin embargo tiene la marca de agua de Sora el sitio de OpenAI para crear deepfakes.,02/12/2025,Falso,https://colombiacheck.com/chequeos/anuncios-de-viva-petro-en-el-times-square-de-nueva-york-fueron-inventados-con-inteligencia
Valla muestra a Iván Cepeda con traje de guerrillero y a De La Espriella,La falsa imagen que compara a los precandidatos presidenciales incluye logos equivocados de partidos políticos y signos evidentes de manipulación digital.,24/09/2025,Falso,https://colombiacheck.com/chequeos/montaje-de-una-valla-de-ivan-cepeda-vestido-de-guerrillero-vs-de-la-espriella-alienta
"Francia Márquez dijo ""he sido la más trabajadora""",La frase es atribuida de forma engañosa a la vicepresidenta quien realmente dijo que “como mujer trabajadora” sabe que esa decisión impacta a millones de familias.,17/02/2026,Cuestionable,https://colombiacheck.com/chequeos/francia-marquez-no-dijo-he-sido-la-mas-trabajadora-tras-decision-del-consejo-de-estado
"Petro tiene una favorabilidad del 88,8%",La imagen original fue publicada por la cuenta de X @IAElectoral que realiza análisis de opinión en redes sociales con IA pero no está inscrita en el Consejo Nacional Electoral (CNE) y los resultados muestran una desaprobación del 85 7%.,05/11/2025,Falso,https://colombiacheck.com/chequeos/petro-no-tiene-una-aprobacion-del-888-como-dice-imagen-manipulada-que-circula-en-x
Vicky Dávila trinó que Gorda Fabiola falleció por culpa de reforma de Petro,El pantallazo que circula en redes sociales es un montaje. La directora de Semana desmintió la desinformación en su cuenta de X.,20/09/2024,Falso,https://colombiacheck.com/chequeos/vicky-davila-no-publico-trino-culpando-reforma-la-salud-de-petro-por-muerte-de-la-gorda
Leopoldo Múnera apoya la constituyente de Petro,En redes sociales compartieron el discurso cortado y sin contexto para afirmar que Leopoldo Múnera apoya la intención de convocar a una constituyente manifestada y luego matizada por Petro.,14/06/2024,Falso,https://colombiacheck.com/chequeos/manipulan-video-del-rector-de-la-universidad-nacional-para-decir-que-promueve
"Antes de la reforma de Uribe, se pagaba el triple por trabajar el domingo",No es cierto como dicen en redes sociales que ese era el recargo normal antes de que llegara ese gobierno en 2002. Solo se da en ciertos casos.,17/06/2025,Falso,https://colombiacheck.com/chequeos/pago-triple-dominical-siempre-ha-sido-una-excepcion-antes-y-despues-de-la-reforma-laboral
"“Las escaramuzas realizadas hoy por las FARC no afectan el proceso de paz""",El montaje reemplaza un titular del medio por la falsa atribución. En sus mensajes el candidato calificó los ataques del fin de semana como terrorismo y pidió sanciones.,27/04/2026,Falso,https://colombiacheck.com/chequeos/publicacion-apocrifa-de-publimetro-atribuye-cepeda-frase-sobre-escaramuzas-de-las-farc
Atlas Intel desmiente supuesta encuesta que posicionaba a Abelardo de la Es,Declaraciones fuera de contexto del CEO de la firma circulan tras el estudio publicado por la revista en el que De la Espriella lidera la intención de voto a la Presidencia.,15/01/2026,Cuestionable,https://colombiacheck.com/chequeos/atlas-intel-desmintio-encuestas-falsas-en-diciembre-no-se-referia-la-de-enero-de-2026-con
"Alias Calarcá ordenó asesinar a firmante de paz, crítico de Petro.",Una cuenta desinformadora tergiversa la investigación de Noticias Caracol que señala crímenes del jefe disidente incluyendo homicidios de firmantes de paz.,18/12/2025,Cuestionable,https://colombiacheck.com/chequeos/chats-revelados-de-alias-calarca-no-muestran-que-ordeno-asesinar-criticos-de-gustavo-petro
